# Path distance (Angstrom), Energy (eV)
0.000000000000000000e+00 0.000000000000000000e+00
2.608609876756119023e-02 -1.625355328198279466e-04
5.217219753512238045e-02 6.554598396784256948e-04
7.825829630268357762e-02 2.395045505941466833e-03
1.043443950702447609e-01 4.997280854416000402e-03
1.304304938378059442e-01 8.403225273548730820e-03
1.565165926053671552e-01 1.255393815178637053e-02
1.826026913729283385e-01 1.739047887757561375e-02
2.086887901404895218e-01 2.285390683936316947e-02
2.347748889080507051e-01 2.888528142559575532e-02
2.608609876756118884e-01 3.542566202472005599e-02
2.869470864431730717e-01 4.241610802518278045e-02
3.130331852107343105e-01 4.979767881543068625e-02
3.391192839782954938e-01 5.751143378391040950e-02
3.652053827458566770e-01 6.549843231906866958e-02
3.912914815134178603e-01 7.369973380935218588e-02
4.173775802809790436e-01 8.205639764320767082e-02
4.434636790485402269e-01 9.050948320908179523e-02
4.695497778161014102e-01 9.900004989542132705e-02
4.956358765836625935e-01 1.074691570906729093e-01
5.217219753512237768e-01 1.158578641832832545e-01
5.497778663061296811e-01 1.245813717033793511e-01
5.778337572610355855e-01 1.328696119686619270e-01
6.058896482159414898e-01 1.407725083116965203e-01
6.339455391708473941e-01 1.483399840650492796e-01
6.620014301257532985e-01 1.556219625612858537e-01
6.900573210806590918e-01 1.626683671329720027e-01
7.181132120355651072e-01 1.695291211126735975e-01
7.461691029904709005e-01 1.762541478329564537e-01
7.742249939453769159e-01 1.828933706263862202e-01
8.022808849002827092e-01 1.894967128255288791e-01
8.303367758551887245e-01 1.961140977629501347e-01
8.583926668100945179e-01 2.027954487712158027e-01
8.864485577650004222e-01 2.095906891828916430e-01
9.145044487199063266e-01 2.165497423305435820e-01
9.425603396748122309e-01 2.237225315467372688e-01
9.706162306297181352e-01 2.311589801640386299e-01
9.986721215846240396e-01 2.389090115150134253e-01
1.026728012539529944e+00 2.470225489322274148e-01
1.054783903494435737e+00 2.555495157482464141e-01
1.082839794449341753e+00 2.645398352956362942e-01
1.115559336800078016e+00 2.753336376514973760e-01
1.148278879150814280e+00 2.861554999148879230e-01
1.180998421501550322e+00 2.969891534528225074e-01
1.213717963852286585e+00 3.078183296323157014e-01
1.246437506203022849e+00 3.186267598203819662e-01
1.279157048553759113e+00 3.293981753840358739e-01
1.311876590904495377e+00 3.401163076902919413e-01
1.344596133255231418e+00 3.507648881061645185e-01
1.377315675605967682e+00 3.613276479986685108e-01
1.410035217956703946e+00 3.717883187348180463e-01
1.442754760307440209e+00 3.821306316816279192e-01
1.475474302658176473e+00 3.923383182061125352e-01
1.508193845008912515e+00 4.023951096752863554e-01
1.540913387359649001e+00 4.122847374561640077e-01
1.573632929710385042e+00 4.219909329157598976e-01
1.606352472061121306e+00 4.314974274210887084e-01
1.639072014411857570e+00 4.407879523391648457e-01
1.671791556762593611e+00 4.498462390370027153e-01
1.704511099113330097e+00 4.586560188816172223e-01
1.737230641464066139e+00 4.672010232400234386e-01
1.777581550892647133e+00 4.757995039143487759e-01
1.817932460321228350e+00 4.810349335583339325e-01
1.858283369749809344e+00 4.831714492869298994e-01
1.898634279178390338e+00 4.824731882150832263e-01
1.938985188606971555e+00 4.792042874577475686e-01
1.979336098035552549e+00 4.736288841298730290e-01
2.019687007464133544e+00 4.660111153463999401e-01
2.060037916892714538e+00 4.566151182222899507e-01
2.100388826321295532e+00 4.457050298724851700e-01
2.140739735749876971e+00 4.335449874119365887e-01
2.181090645178457965e+00 4.203991279555925331e-01
2.221441554607038960e+00 4.065315886184075467e-01
2.261792464035619954e+00 3.922065065153255148e-01
2.302143373464200948e+00 3.776880187612965400e-01
2.342494282892781943e+00 3.632402624712751660e-01
2.382845192321362937e+00 3.491273747602035016e-01
2.423196101749944376e+00 3.356134927430369785e-01
2.463547011178525370e+00 3.229627535347248113e-01
2.503897920607106364e+00 3.114392942502126616e-01
2.544248830035687359e+00 3.013072520044204339e-01
2.582965496083065027e+00 2.995761902524662901e-01
2.621682162130443139e+00 3.113318311698378693e-01
2.660398828177820807e+00 3.350883888745244121e-01
2.699115494225198475e+00 3.693600774844441048e-01
2.737832160272576587e+00 4.126611111175293445e-01
2.776548826319954255e+00 4.635057038917409500e-01
2.815265492367331923e+00 5.204080699249544750e-01
2.853982158414710035e+00 5.818824233351449493e-01
2.892698824462087703e+00 6.464429782402447699e-01
2.931415490509465371e+00 7.126039487581579124e-01
2.970132156556843483e+00 7.788795490068451954e-01
3.008848822604221152e+00 8.437839931042532271e-01
3.047565488651598820e+00 9.058314951682575611e-01
3.086282154698976932e+00 9.635362693168616488e-01
3.124998820746354600e+00 1.015412529667898411e+00
3.163715486793732268e+00 1.059974490339428144e+00
3.202432152841110380e+00 1.095736365449312189e+00
3.241148818888488048e+00 1.121212369115511365e+00
3.279865484935865716e+00 1.134916715455915437e+00
3.318582150983243828e+00 1.135363618588486112e+00
3.370823267612155671e+00 1.126861717014041808e+00
3.423064384241067515e+00 1.119294507527479610e+00
3.475305500869979358e+00 1.112541207038828084e+00
3.527546617498891202e+00 1.106481032458110469e+00
3.579787734127802601e+00 1.100993200695355334e+00
3.632028850756714888e+00 1.095956928660589469e+00
3.684269967385626288e+00 1.091251433263837001e+00
3.736511084014538131e+00 1.086755931415123833e+00
3.788752200643449974e+00 1.082349640024487414e+00
3.840993317272361818e+00 1.077911776001938549e+00
3.893234433901273661e+00 1.073321556257515574e+00
3.945475550530185505e+00 1.068458197701236401e+00
3.997716667159097348e+00 1.063200917243132260e+00
4.049957783788008747e+00 1.057428931793230831e+00
4.102198900416921035e+00 1.051021458261554464e+00
4.154440017045832434e+00 1.043857713558134392e+00
4.206681133674744721e+00 1.035816914592997406e+00
4.258922250303656121e+00 1.026778278276165857e+00
4.311163366932568408e+00 1.016621021517670975e+00
4.363404483561479807e+00 1.005224361227536445e+00
4.412034003792403070e+00 9.940494465561529047e-01
4.460663524023326332e+00 9.830057905604179247e-01
4.509293044254249594e+00 9.721456953928098166e-01
4.557922564485172856e+00 9.615214632058077804e-01
4.606552084716096118e+00 9.511853961518892397e-01
4.655181604947019380e+00 9.411897963835431646e-01
4.703811125177942642e+00 9.315869660532389851e-01
4.752440645408865905e+00 9.224292073134630066e-01
4.801070165639789167e+00 9.137688223166935408e-01
4.849699685870712429e+00 9.056581132154115643e-01
4.898329206101635691e+00 8.981493821620936124e-01
4.946958726332558953e+00 8.912949313092268788e-01
4.995588246563481327e+00 8.851470628092807935e-01
5.044217766794404589e+00 8.797580788147461028e-01
5.092847287025327851e+00 8.751802814781002304e-01
5.141476807256251114e+00 8.714659729518161591e-01
5.190106327487174376e+00 8.686674553883801941e-01
5.238735847718097638e+00 8.668370309402742002e-01
5.287365367949020900e+00 8.660270017599738246e-01
5.335994888179944162e+00 8.662896699999578232e-01
